5.0,15.0,0.0
5.0,12.0,0.0
5.0,9.0,0.0
5.0,6.0,0.0
5.0,0.0,0.0
15.0,12.0,0.0
15.0,9.0,0.0
20.0,15.0,0.0
20.0,0.0,0.0
25.0,7.5,0.0
7.72042,3.75268,1.0
8.25388,23.8678,1.0
18.01928,24.4284,1.0
8.54131,3.44293,1.0
-3.28682,10.86414,1.0
19.04089,20.15191,1.0
30.47578,18.27096,1.0
11.186,1.78311,1.0
4.82354,4.07111,1.0
-7.16002,0.52459,1.0
10.66719,22.87288,1.0
27.32519,1.25856,1.0
13.92775,-4.40207,1.0
32.76307,0.46123,1.0
10.17042,3.05772,1.0
-6.10859,-0.70454,1.0
5.53906,22.76,1.0
-8.19997,9.68568,1.0
24.08484,19.5328,1.0
33.39492,19.99115,1.0
20.62435,22.76775,1.0
21.83973,14.82141,1.0
12.00517,23.8706,1.0
29.38857,16.12286,1.0
26.42408,12.60713,1.0
19.65293,9.88566,1.0
-0.4015,23.96369,1.0
7.79559,10.09572,1.0
16.33095,-3.61207,1.0
6.7397,6.87301,1.0
11.94158,0.28639,1.0
1.84415,-4.13311,1.0
13.81326,1.68478,1.0
26.65905,-2.72359,1.0
31.35301,9.44377,1.0
21.67254,11.7107,1.0
17.18872,13.53643,1.0
8.67294,2.41702,1.0
10.22443,15.11184,1.0
17.80238,19.58892,1.0
-0.86623,-2.74566,1.0
31.86689,18.11227,1.0
12.34499,13.65132,1.0
2.92036,16.19803,1.0
11.51661,8.92267,1.0
8.26822,5.5225,1.0
18.34269,-1.52743,1.0
3.06623,-1.37475,1.0
-1.6453,14.51209,1.0
-7.98201,8.64201,1.0
23.73851,28.60694,1.0
33.01866,0.96452,1.0
25.20831,-4.79073,1.0
36.81217,15.45989,1.0
2.46012,13.65917,1.0
9.68508,-1.28622,1.0
-0.50663,-2.52297,1.0
15.78063,9.94575,1.0
0.33487,4.08235,1.0
19.71971,-5.24544,1.0
36.94899,3.74839,1.0
20.3815,11.8538,1.0
8.22711,14.64244,1.0
13.13253,-8.29214,1.0
19.77966,9.73745,1.0
5.53746,21.74053,1.0
31.86352,3.62747,1.0
2.95828,-0.96682,1.0
-0.75826,1.13417,1.0
26.34118,26.34789,1.0
14.18726,-2.33388,1.0
29.19375,4.96395,1.0
28.89312,-2.15487,1.0
11.40238,2.50276,1.0
33.99161,5.96939,1.0
27.26011,12.82595,1.0
19.57736,8.98866,1.0
16.90441,8.07197,1.0
-4.94947,1.77666,1.0
8.7472,23.91348,1.0
32.19915,19.23953,1.0
14.61893,19.09185,1.0
20.0629,23.68352,1.0
13.53249,17.83163,1.0
27.9641,12.07786,1.0
22.37184,-0.82777,1.0
17.93639,9.50146,1.0
27.92449,8.13358,1.0
37.14917,1.90468,1.0
11.56792,13.40594,1.0
2.65104,14.7545,1.0
0.85471,21.08823,1.0
10.56748,-1.05375,1.0
26.56161,15.05942,1.0
16.62068,15.70416,1.0
23.24917,17.38399,1.0
8.16654,6.12362,1.0
12.51355,-9.52559,1.0
11.76903,-9.48901,1.0
21.87008,10.48602,1.0
0.77063,20.03777,1.0
18.57946,8.2079,1.0
8.27833,11.00272,1.0
-5.9125,3.21008,1.0
14.47097,22.51817,1.0
8.40292,1.80432,1.0
0.98297,14.03858,1.0
38.63819,5.27964,1.0
10.18292,0.25643,1.0
30.5429,6.17964,1.0
13.41287,21.11362,1.0
18.82535,-4.20761,1.0
-4.84736,23.16108,1.0
22.32187,15.07521,1.0
19.60971,6.84273,1.0
20.12983,2.93845,1.0
-0.81625,17.59719,1.0
-1.46281,20.55655,1.0
21.55311,8.6593,1.0
11.01279,24.31483,1.0
20.97834,-4.51104,1.0
11.58471,1.40403,1.0
8.16095,15.7529,1.0
2.98992,15.47848,1.0
32.79087,13.6319,1.0
11.80274,17.66965,1.0
32.35486,-2.91642,1.0
4.2153,2.10752,1.0
18.08639,19.23174,1.0
0.26622,14.36335,1.0
25.37229,16.82797,1.0
1.66689,16.87642,1.0
1.21741,15.95172,1.0
38.35713,13.56415,1.0
29.91727,-4.86967,1.0
8.66718,9.29572,1.0
27.55602,0.33262,1.0
21.7184,15.02866,1.0
21.16928,-4.21023,1.0
26.98995,3.21549,1.0
3.05515,-4.30311,1.0
-5.89014,-1.44951,1.0
13.23519,14.2275,1.0
24.34208,20.39981,1.0
10.43061,20.18921,1.0
28.15377,-8.01948,1.0
21.04524,16.62034,1.0
2.91631,14.6421,1.0
1.63108,16.16635,1.0
20.15997,14.24231,1.0
25.85182,22.2966,1.0
18.30917,3.27949,1.0
30.44647,9.63632,1.0
8.08923,5.5392,1.0
24.54568,16.5853,1.0
5.78394,10.72948,1.0
7.44193,-4.46034,1.0
-6.7426,2.93179,1.0
2.46593,25.23935,1.0
19.78917,26.384,1.0
29.61471,16.64107,1.0
2.75951,13.08121,1.0
37.03281,13.68971,1.0
12.77971,-4.21749,1.0
7.81414,14.6784,1.0
19.55572,5.59412,1.0
7.52563,8.48848,1.0
11.06284,10.7761,1.0
-5.27806,3.74398,1.0
27.00416,9.9517,1.0
22.37747,-3.97907,1.0
37.4216,7.38345,1.0
28.70875,15.99028,1.0
22.57168,0.52317,1.0
8.87804,-0.02428,1.0
-2.60304,26.57415,1.0
13.74256,26.45109,1.0
24.90787,7.4325,1.0
35.76082,-2.48847,1.0
27.70221,-5.24657,1.0
31.333,1.416,1.0
32.34729,19.58833,1.0
31.47991,6.70339,1.0
26.78968,-4.04494,1.0
20.68771,-8.31559,1.0
12.18984,-0.42892,1.0
4.92422,-2.2618,1.0
0.16089,14.51616,1.0
9.67121,19.44139,1.0
18.87694,9.61365,1.0
17.63361,21.9626,1.0
24.31411,8.2475,1.0
12.73593,5.10814,1.0
5.03188,0.8732,1.0
6.13949,13.35532,1.0
5.81842,15.45321,1.0
19.60933,13.19846,1.0
22.55885,20.29196,1.0
26.84289,0.67434,1.0
6.06985,-0.21744,1.0
30.8724,9.52506,1.0
10.01785,1.15594,1.0
21.23664,17.69925,1.0
19.23592,-2.71425,1.0
-8.11579,1.8406,1.0
-0.97054,5.63868,1.0
0.94246,2.7525,1.0
19.4755,21.64639,1.0
23.16961,24.931,1.0
23.5142,21.79207,1.0
26.18357,15.31766,1.0
14.58536,-5.91171,1.0
33.98896,0.25967,1.0
-7.2758,10.29075,1.0
2.30966,0.8945,1.0
19.30796,0.05058,1.0
11.61874,-4.92737,1.0
24.15349,-5.62078,1.0
6.94871,-7.01921,1.0
-3.01098,0.24234,1.0
10.89549,6.23793,1.0
-7.69396,6.0673,1.0
18.89563,18.8933,1.0
24.49007,7.32781,1.0
11.17194,22.87112,1.0
4.73428,-1.03064,1.0
8.26484,11.95245,1.0
